case_id,activity,step_index,percent_done,timestamp,resource,weather_condition,traffic_index,weekday,is_holiday,delay_so_far,driver_factor,black_swan_event,black_swan_delay,label_remaining_time,label_next_activity,label_on_time,label_risk_score
CASE_6499,Zollabfertigung,3,0.6,2024-11-17 13:16:39.257320,Fahrer_9,schnee,0.21,6,0,330.9,1.15,none,0.0,1015.7,Hauptlauf,0,1.0
CASE_6499,Hauptlauf,4,0.8,2024-11-17 20:28:55.657076,Fahrer_9,klar,0.06,6,0,457.4,1.15,none,0.0,583.4,Auslieferung,0,1.0
CASE_6499,Auslieferung,5,1.0,2024-11-18 06:12:21.047301,Fahrer_9,klar,0.45,0,0,521.1,1.15,none,0.0,0.0,END,0,1.0
CASE_6500,Abholung,1,0.2,2024-01-23 13:31:00.000000,Fahrer_1,regen,0.43,1,0,37.7,1.01,none,0.0,1084.6,Depot_Eingang,0,1.0
CASE_6500,Depot_Eingang,2,0.4,2024-01-23 15:37:42.689578,Fahrer_1,klar,0.26,1,0,69.6,1.01,none,0.0,957.9,Zollabfertigung,0,1.0
CASE_6500,Zollabfertigung,3,0.6,2024-01-23 19:09:36.512165,Fahrer_1,nebel,0.27,1,0,350.0,1.01,none,0.0,746.0,Hauptlauf,0,1.0
CASE_6500,Hauptlauf,4,0.8,2024-01-24 01:59:00.627069,Fahrer_1,klar,0.36,2,0,399.6,1.01,none,0.0,336.6,Auslieferung,0,1.0
CASE_6500,Auslieferung,5,1.0,2024-01-24 07:35:33.950300,Fahrer_1,klar,0.54,2,0,420.0,1.01,none,0.0,0.0,END,0,1.0
CASE_6501,Abholung,1,0.25,2024-01-02 16:56:00.000000,Fahrer_7,regen,0.7,1,0,75.9,1.2,none,0.0,834.1,Depot_Eingang,0,1.0
CASE_6501,Depot_Eingang,2,0.5,2024-01-02 18:46:53.278589,Fahrer_7,klar,0.55,1,0,130.3,1.2,none,0.0,723.3,Hauptlauf,0,1.0
CASE_6501,Hauptlauf,3,0.75,2024-01-02 21:08:18.734438,Fahrer_7,regen,0.2,1,0,297.1,1.2,none,0.0,581.8,Auslieferung,0,1.0
CASE_6501,Auslieferung,4,1.0,2024-01-03 06:50:08.963459,Fahrer_7,klar,0.21,2,0,324.5,1.2,Fahrzeugpanne,95.4,0.0,END,0,1.0
CASE_6502,Abholung,1,0.25,2024-06-29 18:13:00.000000,Fahrer_6,regen,0.76,5,0,60.9,1.29,Fahrzeugpanne,133.1,926.8,Depot_Eingang,0,1.0
CASE_6502,Depot_Eingang,2,0.5,2024-06-29 19:52:52.005166,Fahrer_6,regen,0.07,5,0,165.0,1.29,none,0.0,826.9,Hauptlauf,0,1.0
CASE_6502,Hauptlauf,3,0.75,2024-06-30 00:17:57.984681,Fahrer_6,klar,0.11,6,0,337.8,1.29,none,0.0,561.8,Auslieferung,0,1.0
CASE_6502,Auslieferung,4,1.0,2024-06-30 09:39:45.342237,Fahrer_6,klar,0.7,6,0,410.2,1.29,none,0.0,0.0,END,0,1.0
CASE_6503,Abholung,1,0.25,2024-08-06 16:36:00.000000,Fahrer_11,klar,0.61,1,0,17.7,0.95,none,0.0,519.8,Depot_Eingang,0,0.42
CASE_6503,Depot_Eingang,2,0.5,2024-08-06 17:34:44.418968,Fahrer_11,klar,0.5,1,0,34.7,0.95,none,0.0,461.0,Hauptlauf,0,0.42
CASE_6503,Hauptlauf,3,0.75,2024-08-06 18:51:44.188758,Fahrer_11,klar,0.62,1,0,79.8,0.95,Grenzsperre,511.6,384.0,Auslieferung,0,0.42
CASE_6503,Auslieferung,4,1.0,2024-08-07 01:15:46.851321,Fahrer_11,nebel,0.34,2,0,126.7,0.95,none,0.0,0.0,END,0,0.42
CASE_6504,Abholung,1,0.2,2024-06-02 09:18:00.000000,Fahrer_3,regen,0.56,6,0,31.8,0.88,none,0.0,845.0,Depot_Eingang,0,0.4
CASE_6504,Depot_Eingang,2,0.4,2024-06-02 11:03:47.784593,Fahrer_3,regen,0.1,6,0,47.8,0.88,none,0.0,739.2,Zollabfertigung,0,0.4
CASE_6504,Zollabfertigung,3,0.6,2024-06-02 14:08:50.059847,Fahrer_3,klar,0.12,6,0,46.3,0.88,none,0.0,554.1,Hauptlauf,0,0.4
CASE_6504,Hauptlauf,4,0.8,2024-06-02 18:44:15.459071,Fahrer_3,schnee,0.68,6,0,117.0,0.88,none,0.0,278.7,Auslieferung,0,0.4
CASE_6504,Auslieferung,5,1.0,2024-06-02 23:22:58.697582,Fahrer_3,klar,0.11,6,0,120.4,0.88,none,0.0,0.0,END,0,0.4
CASE_6505,Abholung,1,0.2,2024-12-06 07:15:00.000000,Fahrer_15,klar,0.81,4,0,71.1,1.22,none,0.0,2000.4,Depot_Eingang,0,1.0
CASE_6505,Depot_Eingang,2,0.4,2024-12-06 09:46:05.509388,Fahrer_15,klar,0.78,4,0,164.5,1.22,none,0.0,1849.3,Zollabfertigung,0,1.0
CASE_6505,Zollabfertigung,3,0.6,2024-12-06 13:49:32.357268,Fahrer_15,schnee,0.6,4,0,693.6,1.22,none,0.0,1605.9,Hauptlauf,0,1.0
CASE_6505,Hauptlauf,4,0.8,2024-12-07 00:59:35.505745,Fahrer_15,klar,0.16,5,0,939.4,1.22,none,0.0,935.8,Auslieferung,0,1.0
CASE_6505,Auslieferung,5,1.0,2024-12-07 16:35:25.876203,Fahrer_15,klar,0.68,5,0,1003.4,1.22,Fahrzeugpanne,60.9,0.0,END,0,1.0
CASE_6506,Abholung,1,0.2,2024-06-08 14:02:00.000000,Fahrer_20,klar,0.09,5,0,-7.0,0.87,none,0.0,1277.2,Depot_Eingang,0,0.48
CASE_6506,Depot_Eingang,2,0.4,2024-06-08 15:22:59.788230,Fahrer_20,schnee,0.26,5,0,52.5,0.87,none,0.0,1196.2,Zollabfertigung,0,0.48
CASE_6506,Zollabfertigung,3,0.6,2024-06-08 17:49:27.207034,Fahrer_20,klar,0.62,5,0,62.3,0.87,none,0.0,1049.8,Hauptlauf,0,0.48
CASE_6506,Hauptlauf,4,0.8,2024-06-09 00:49:17.982166,Fahrer_20,klar,0.13,6,0,43.2,0.87,none,0.0,629.9,Auslieferung,0,0.48
CASE_6506,Auslieferung,5,1.0,2024-06-09 11:19:12.785652,Fahrer_20,schnee,0.14,6,0,143.6,0.87,none,0.0,0.0,END,0,0.48
CASE_6507,Abholung,1,0.2,2024-02-24 14:32:00.000000,Fahrer_6,klar,0.08,5,0,3.2,0.97,none,0.0,537.7,Depot_Eingang,0,0.13
CASE_6507,Depot_Eingang,2,0.4,2024-02-24 15:06:10.566347,Fahrer_6,klar,0.36,5,0,8.6,0.97,none,0.0,503.6,Zollabfertigung,0,0.13
CASE_6507,Zollabfertigung,3,0.6,2024-02-24 16:13:33.773438,Fahrer_6,klar,0.59,5,0,23.8,0.97,none,0.0,436.2,Hauptlauf,0,0.13
CASE_6507,Hauptlauf,4,0.8,2024-02-24 19:58:47.816624,Fahrer_6,regen,0.0,5,0,32.7,0.97,none,0.0,210.9,Auslieferung,0,0.13
CASE_6507,Auslieferung,5,1.0,2024-02-24 23:29:44.560885,Fahrer_6,klar,0.0,5,0,37.8,0.97,none,0.0,0.0,END,0,0.13
CASE_6508,Abholung,1,0.2,2024-05-06 09:55:00.000000,Fahrer_7,klar,0.74,0,0,45.7,0.98,none,0.0,1566.0,Depot_Eingang,0,1.0
CASE_6508,Depot_Eingang,2,0.4,2024-05-06 11:49:42.901409,Fahrer_7,klar,0.54,0,0,73.4,0.98,none,0.0,1451.3,Zollabfertigung,0,1.0
CASE_6508,Zollabfertigung,3,0.6,2024-05-06 13:20:21.272191,Fahrer_7,klar,0.51,0,0,246.5,0.98,none,0.0,1360.7,Hauptlauf,0,1.0
CASE_6508,Hauptlauf,4,0.8,2024-05-06 21:36:30.553010,Fahrer_7,schnee,0.57,0,0,449.0,0.98,none,0.0,864.5,Auslieferung,0,1.0
CASE_6508,Auslieferung,5,1.0,2024-05-07 12:01:01.269589,Fahrer_7,klar,0.25,1,0,466.1,0.98,none,0.0,0.0,END,0,1.0
CASE_6509,Abholung,1,0.2,2024-08-25 14:33:00.000000,Fahrer_8,regen,0.14,6,0,34.5,1.15,none,0.0,1434.6,Depot_Eingang,0,1.0
CASE_6509,Depot_Eingang,2,0.4,2024-08-25 15:47:28.631740,Fahrer_8,regen,0.22,6,0,105.6,1.15,none,0.0,1360.1,Zollabfertigung,0,1.0
CASE_6509,Zollabfertigung,3,0.6,2024-08-25 19:20:36.480817,Fahrer_8,klar,0.12,6,0,220.9,1.15,none,0.0,1146.9,Hauptlauf,0,1.0
CASE_6509,Hauptlauf,4,0.8,2024-08-26 04:05:56.146667,Fahrer_8,schnee,0.54,0,0,421.6,1.15,none,0.0,621.6,Auslieferung,0,1.0
CASE_6509,Auslieferung,5,1.0,2024-08-26 14:27:33.409617,Fahrer_8,klar,0.49,0,0,478.9,1.15,Streik,524.7,0.0,END,0,1.0
CASE_6510,Abholung,1,0.2,2024-06-04 13:12:00.000000,Fahrer_9,klar,0.26,1,0,14.2,1.01,none,0.0,1527.0,Depot_Eingang,0,1.0
CASE_6510,Depot_Eingang,2,0.4,2024-06-04 14:36:09.698393,Fahrer_9,regen,0.35,1,0,55.6,1.01,none,0.0,1442.8,Zollabfertigung,0,1.0
CASE_6510,Zollabfertigung,3,0.6,2024-06-04 16:27:34.016362,Fahrer_9,schnee,0.64,1,0,180.3,1.01,none,0.0,1331.4,Hauptlauf,0,1.0
CASE_6510,Hauptlauf,4,0.8,2024-06-04 23:56:18.449139,Fahrer_9,schnee,0.25,1,0,391.0,1.01,none,0.0,882.7,Auslieferung,0,1.0
CASE_6510,Auslieferung,5,1.0,2024-06-05 14:38:58.300404,Fahrer_9,regen,0.33,2,0,425.1,1.01,none,0.0,0.0,END,0,1.0
CASE_6511,Abholung,1,0.2,2024-05-04 18:37:00.000000,Fahrer_7,klar,0.64,5,0,15.2,1.02,none,0.0,1353.4,Depot_Eingang,0,0.93
CASE_6511,Depot_Eingang,2,0.4,2024-05-04 19:48:14.368203,Fahrer_7,klar,0.1,5,0,20.6,1.02,none,0.0,1282.2,Zollabfertigung,0,0.93
CASE_6511,Zollabfertigung,3,0.6,2024-05-04 21:10:36.223704,Fahrer_7,klar,0.06,5,0,146.7,1.02,none,0.0,1199.8,Hauptlauf,0,0.93
CASE_6511,Hauptlauf,4,0.8,2024-05-05 04:59:40.917488,Fahrer_7,regen,0.11,6,0,243.4,1.02,none,0.0,730.8,Auslieferung,0,0.93
CASE_6511,Auslieferung,5,1.0,2024-05-05 17:10:26.259748,Fahrer_7,klar,0.53,6,0,278.2,1.02,none,0.0,0.0,END,0,0.93
CASE_6512,Abholung,1,0.25,2024-01-11 07:09:00.000000,Fahrer_2,regen,0.61,3,0,28.9,0.89,none,0.0,789.7,Depot_Eingang,0,0.39
CASE_6512,Depot_Eingang,2,0.5,2024-01-11 08:59:51.351796,Fahrer_2,klar,0.56,3,0,35.6,0.89,none,0.0,678.9,Hauptlauf,0,0.39
CASE_6512,Hauptlauf,3,0.75,2024-01-11 10:56:38.646539,Fahrer_2,regen,0.32,3,0,66.7,0.89,none,0.0,562.1,Auslieferung,0,0.39
CASE_6512,Auslieferung,4,1.0,2024-01-11 20:18:43.443930,Fahrer_2,schnee,0.24,3,0,117.2,0.89,none,0.0,0.0,END,0,0.39
CASE_6513,Abholung,1,0.2,2024-04-20 15:49:00.000000,Fahrer_16,klar,0.26,5,0,15.8,1.15,Grenzsperre,528.3,1262.8,Depot_Eingang,0,1.0
CASE_6513,Depot_Eingang,2,0.4,2024-04-20 16:39:45.752842,Fahrer_16,klar,0.54,5,0,54.8,1.15,none,0.0,1212.0,Zollabfertigung,0,1.0
CASE_6513,Zollabfertigung,3,0.6,2024-04-20 19:56:49.627821,Fahrer_16,klar,0.0,5,0,155.7,1.15,none,0.0,1015.0,Hauptlauf,0,1.0
CASE_6513,Hauptlauf,4,0.8,2024-04-21 03:56:42.697207,Fahrer_16,klar,0.14,6,0,273.8,1.15,none,0.0,535.1,Auslieferung,0,1.0
CASE_6513,Auslieferung,5,1.0,2024-04-21 12:51:48.109139,Fahrer_16,klar,0.14,6,0,301.6,1.15,none,0.0,0.0,END,0,1.0
CASE_6514,Abholung,1,0.25,2024-06-18 13:18:00.000000,Fahrer_14,klar,0.24,1,0,12.4,1.09,none,0.0,761.5,Depot_Eingang,0,1.0
CASE_6514,Depot_Eingang,2,0.5,2024-06-18 14:41:26.205195,Fahrer_14,schnee,0.32,1,0,150.1,1.09,none,0.0,678.1,Hauptlauf,0,1.0
CASE_6514,Hauptlauf,3,0.75,2024-06-18 18:56:07.269284,Fahrer_14,schnee,0.58,1,0,315.5,1.09,none,0.0,423.4,Auslieferung,0,1.0
CASE_6514,Auslieferung,4,1.0,2024-06-19 01:59:32.284378,Fahrer_14,klar,0.34,2,0,350.0,1.09,Fahrzeugpanne,124.1,0.0,END,0,1.0
CASE_6515,Abholung,1,0.25,2024-02-10 14:03:00.000000,Fahrer_7,klar,0.13,5,0,-7.1,0.83,none,0.0,721.2,Depot_Eingang,1,-0.3
CASE_6515,Depot_Eingang,2,0.5,2024-02-10 15:14:52.133014,Fahrer_7,klar,0.31,5,0,-18.3,0.83,none,0.0,649.3,Hauptlauf,1,-0.3
CASE_6515,Hauptlauf,3,0.75,2024-02-10 17:12:41.040082,Fahrer_7,klar,0.6,5,0,-102.8,0.83,none,0.0,531.5,Auslieferung,1,-0.3
CASE_6515,Auslieferung,4,1.0,2024-02-11 02:04:10.883884,Fahrer_7,regen,0.18,6,0,-89.4,0.83,none,0.0,0.0,END,1,-0.3
CASE_6516,Abholung,1,0.2,2024-06-26 18:49:00.000000,Fahrer_14,klar,0.62,2,0,44.1,1.27,none,0.0,1863.2,Depot_Eingang,0,1.0
CASE_6516,Depot_Eingang,2,0.4,2024-06-26 21:02:08.237466,Fahrer_14,regen,0.34,2,0,159.7,1.27,none,0.0,1730.0,Zollabfertigung,0,1.0
CASE_6516,Zollabfertigung,3,0.6,2024-06-27 01:20:39.748195,Fahrer_14,schnee,0.35,3,0,486.3,1.27,none,0.0,1471.5,Hauptlauf,0,1.0
CASE_6516,Hauptlauf,4,0.8,2024-06-27 14:44:19.585062,Fahrer_14,klar,0.27,3,0,685.2,1.27,Unfall,141.2,667.8,Auslieferung,0,1.0
CASE_6516,Auslieferung,5,1.0,2024-06-28 01:52:09.590346,Fahrer_14,regen,0.37,4,0,770.2,1.27,none,0.0,0.0,END,0,1.0
CASE_6517,Abholung,1,0.2,2024-04-14 18:49:00.000000,Fahrer_6,klar,0.59,6,0,39.8,1.25,none,0.0,1303.3,Depot_Eingang,0,1.0
CASE_6517,Depot_Eingang,2,0.4,2024-04-14 19:59:47.691469,Fahrer_6,schnee,0.15,6,0,262.0,1.25,none,0.0,1232.5,Zollabfertigung,0,1.0
CASE_6517,Zollabfertigung,3,0.6,2024-04-15 02:14:59.705778,Fahrer_6,klar,0.46,0,0,350.9,1.25,none,0.0,857.3,Hauptlauf,0,1.0
CASE_6517,Hauptlauf,4,0.8,2024-04-15 06:07:55.811471,Fahrer_6,klar,0.52,0,0,542.3,1.25,none,0.0,624.4,Auslieferung,0,1.0
CASE_6517,Auslieferung,5,1.0,2024-04-15 16:32:18.048704,Fahrer_6,klar,0.77,0,0,595.8,1.25,none,0.0,0.0,END,0,1.0
CASE_6518,Abholung,1,0.2,2024-02-03 15:25:00.000000,Fahrer_16,klar,0.16,5,0,13.4,1.08,none,0.0,783.6,Depot_Eingang,0,0.79
CASE_6518,Depot_Eingang,2,0.4,2024-02-03 16:21:26.425367,Fahrer_16,schnee,0.6,5,0,118.0,1.08,none,0.0,727.2,Zollabfertigung,0,0.79
CASE_6518,Zollabfertigung,3,0.6,2024-02-03 20:34:59.389897,Fahrer_16,klar,0.05,5,0,145.5,1.08,none,0.0,473.6,Hauptlauf,0,0.79
CASE_6518,Hauptlauf,4,0.8,2024-02-03 23:13:31.871727,Fahrer_16,klar,0.12,5,0,200.6,1.08,Fahrzeugpanne,109.9,315.1,Auslieferung,0,0.79
CASE_6518,Auslieferung,5,1.0,2024-02-04 04:28:35.520914,Fahrer_16,regen,0.04,6,0,238.1,1.08,none,0.0,0.0,END,0,0.79
CASE_6519,Abholung,1,0.2,2024-11-05 10:25:00.000000,Fahrer_8,klar,0.28,1,0,19.4,1.05,none,0.0,1704.4,Depot_Eingang,0,1.0
CASE_6519,Depot_Eingang,2,0.4,2024-11-05 12:09:22.497490,Fahrer_8,klar,0.26,1,0,33.7,1.05,none,0.0,1600.0,Zollabfertigung,0,1.0
CASE_6519,Zollabfertigung,3,0.6,2024-11-05 14:33:42.456140,Fahrer_8,klar,0.34,1,0,226.3,1.05,none,0.0,1455.7,Hauptlauf,0,1.0
CASE_6519,Hauptlauf,4,0.8,2024-11-06 01:22:20.398873,Fahrer_8,nebel,0.29,2,0,389.4,1.05,none,0.0,807.1,Auslieferung,0,1.0
CASE_6519,Auslieferung,5,1.0,2024-11-06 14:49:23.421130,Fahrer_8,klar,0.23,2,0,410.0,1.05,none,0.0,0.0,END,0,1.0
CASE_6520,Abholung,1,0.2,2024-02-29 18:31:00.000000,Fahrer_7,klar,0.61,3,0,26.0,1.02,none,0.0,1150.7,Depot_Eingang,0,1.0
CASE_6520,Depot_Eingang,2,0.4,2024-02-29 19:36:59.036390,Fahrer_7,schnee,0.23,3,0,127.9,1.02,none,0.0,1084.7,Zollabfertigung,0,1.0
CASE_6520,Zollabfertigung,3,0.6,2024-02-29 22:50:51.003988,Fahrer_7,regen,0.45,3,0,187.1,1.02,none,0.0,890.9,Hauptlauf,0,1.0
CASE_6520,Hauptlauf,4,0.8,2024-03-01 02:10:03.494192,Fahrer_7,klar,0.43,4,0,287.7,1.02,Fahrzeugpanne,140.8,691.7,Auslieferung,0,1.0
CASE_6520,Auslieferung,5,1.0,2024-03-01 13:41:43.510940,Fahrer_7,regen,0.47,4,0,333.6,1.02,none,0.0,0.0,END,0,1.0
CASE_6521,Abholung,1,0.2,2024-04-13 17:36:00.000000,Fahrer_1,klar,0.5,5,0,19.7,0.97,none,0.0,896.8,Depot_Eingang,0,0.18
CASE_6521,Depot_Eingang,2,0.4,2024-04-13 19:20:44.967548,Fahrer_1,klar,0.17,5,0,22.7,0.97,none,0.0,792.1,Zollabfertigung,0,0.18
CASE_6521,Zollabfertigung,3,0.6,2024-04-13 21:51:42.543579,Fahrer_1,klar,0.09,5,0,17.7,0.97,none,0.0,641.1,Hauptlauf,0,0.18
CASE_6521,Hauptlauf,4,0.8,2024-04-14 03:25:39.882194,Fahrer_1,klar,0.15,6,0,16.8,0.97,none,0.0,307.2,Auslieferung,0,0.18
CASE_6521,Auslieferung,5,1.0,2024-04-14 08:32:49.573873,Fahrer_1,regen,0.61,6,0,55.0,0.97,none,0.0,0.0,END,0,0.18
CASE_6522,Abholung,1,0.25,2024-12-14 15:10:00.000000,Fahrer_5,klar,0.35,5,0,14.2,1.01,none,0.0,991.8,Depot_Eingang,0,0.78
CASE_6522,Depot_Eingang,2,0.5,2024-12-14 16:14:12.897705,Fahrer_5,schnee,0.64,5,0,150.9,1.01,none,0.0,927.6,Hauptlauf,0,0.78
CASE_6522,Hauptlauf,3,0.75,2024-12-14 20:35:54.816767,Fahrer_5,klar,0.1,5,0,219.8,1.01,none,0.0,665.9,Auslieferung,0,0.78
CASE_6522,Auslieferung,4,1.0,2024-12-15 07:41:48.216753,Fahrer_5,klar,0.33,6,0,233.8,1.01,none,0.0,0.0,END,0,0.78
CASE_6523,Abholung,1,0.2,2024-02-25 15:20:00.000000,Fahrer_20,klar,0.22,6,0,30.0,1.2,none,0.0,1353.6,Depot_Eingang,0,1.0
CASE_6523,Depot_Eingang,2,0.4,2024-02-25 17:14:01.439931,Fahrer_20,klar,0.54,6,0,93.7,1.2,none,0.0,1239.5,Zollabfertigung,0,1.0
CASE_6523,Zollabfertigung,3,0.6,2024-02-25 19:57:42.563606,Fahrer_20,schnee,0.06,6,0,260.9,1.2,none,0.0,1075.9,Hauptlauf,0,1.0
CASE_6523,Hauptlauf,4,0.8,2024-02-26 03:13:56.449833,Fahrer_20,klar,0.5,0,0,445.6,1.2,none,0.0,639.6,Auslieferung,0,1.0
CASE_6523,Auslieferung,5,1.0,2024-02-26 13:53:33.772466,Fahrer_20,klar,0.5,0,0,484.9,1.2,none,0.0,0.0,END,0,1.0
CASE_6524,Abholung,1,0.2,2024-01-31 14:31:00.000000,Fahrer_20,klar,0.39,2,0,12.5,0.95,none,0.0,1113.1,Depot_Eingang,0,1.0
CASE_6524,Depot_Eingang,2,0.4,2024-01-31 16:02:29.287704,Fahrer_20,regen,0.56,2,0,43.1,0.95,none,0.0,1021.6,Zollabfertigung,0,1.0
CASE_6524,Zollabfertigung,3,0.6,2024-01-31 17:44:05.973324,Fahrer_20,schnee,0.58,2,0,157.9,0.95,Unfall,162.6,920.0,Hauptlauf,0,1.0
CASE_6524,Hauptlauf,4,0.8,2024-02-01 02:57:51.774628,Fahrer_20,schnee,0.28,3,0,270.1,0.95,none,0.0,366.2,Auslieferung,0,1.0
CASE_6524,Auslieferung,5,1.0,2024-02-01 09:04:05.387631,Fahrer_20,klar,0.66,3,0,300.6,0.95,none,0.0,0.0,END,0,1.0
CASE_6525,Abholung,1,0.25,2024-07-23 16:45:00.000000,Fahrer_7,klar,0.64,1,0,5.9,0.83,none,0.0,845.5,Depot_Eingang,1,0.01
CASE_6525,Depot_Eingang,2,0.5,2024-07-23 17:50:51.415349,Fahrer_7,regen,0.66,1,0,35.0,0.83,none,0.0,779.6,Hauptlauf,1,0.01
CASE_6525,Hauptlauf,3,0.75,2024-07-23 19:40:57.140121,Fahrer_7,regen,0.22,1,0,0.5,0.83,Unfall,123.6,669.5,Auslieferung,1,0.01
CASE_6525,Auslieferung,4,1.0,2024-07-24 06:50:28.360393,Fahrer_7,klar,0.3,2,0,3.2,0.83,Fahrzeugpanne,172.8,0.0,END,1,0.01
CASE_6526,Abholung,1,0.25,2024-11-16 16:02:00.000000,Fahrer_13,klar,0.76,5,0,42.8,0.99,none,0.0,736.7,Depot_Eingang,0,0.53
CASE_6526,Depot_Eingang,2,0.5,2024-11-16 17:24:48.855157,Fahrer_13,klar,0.61,5,0,74.6,0.99,none,0.0,653.9,Hauptlauf,0,0.53
CASE_6526,Hauptlauf,3,0.75,2024-11-16 19:08:33.000037,Fahrer_13,klar,0.1,5,0,125.7,0.99,none,0.0,550.2,Auslieferung,0,0.53
CASE_6526,Auslieferung,4,1.0,2024-11-17 04:18:43.196991,Fahrer_13,regen,0.1,6,0,158.2,0.99,none,0.0,0.0,END,0,0.53
CASE_6527,Abholung,1,0.25,2024-11-18 10:17:00.000000,Fahrer_16,schnee,0.57,0,0,61.8,0.91,none,0.0,729.6,Depot_Eingang,0,0.48
CASE_6527,Depot_Eingang,2,0.5,2024-11-18 12:20:45.893186,Fahrer_16,klar,0.53,0,0,83.3,0.91,none,0.0,605.9,Hauptlauf,0,0.48
CASE_6527,Hauptlauf,3,0.75,2024-11-18 14:15:20.179863,Fahrer_16,klar,0.5,0,0,114.6,0.91,Unfall,126.8,491.3,Auslieferung,0,0.48
CASE_6527,Auslieferung,4,1.0,2024-11-18 22:26:37.747164,Fahrer_16,klar,0.54,0,0,145.5,0.91,none,0.0,0.0,END,0,0.48
CASE_6528,Abholung,1,0.2,2024-01-16 10:00:00.000000,Fahrer_6,klar,0.28,1,0,0.6,0.92,none,0.0,1045.9,Depot_Eingang,0,0.5
CASE_6528,Depot_Eingang,2,0.4,2024-01-16 11:07:38.353626,Fahrer_6,schnee,0.23,1,0,90.4,0.92,none,0.0,978.3,Zollabfertigung,0,0.5
CASE_6528,Zollabfertigung,3,0.6,2024-01-16 14:45:23.067125,Fahrer_6,klar,0.26,1,0,105.3,0.92,none,0.0,760.5,Hauptlauf,0,0.5
CASE_6528,Hauptlauf,4,0.8,2024-01-16 18:05:20.197478,Fahrer_6,klar,0.68,1,0,124.9,0.92,Fahrzeugpanne,162.3,560.6,Auslieferung,0,0.5
CASE_6528,Auslieferung,5,1.0,2024-01-17 03:25:55.656594,Fahrer_6,regen,0.26,2,0,149.4,0.92,none,0.0,0.0,END,0,0.5
CASE_6529,Abholung,1,0.2,2024-12-07 12:51:00.000000,Fahrer_4,nebel,0.1,5,0,25.6,0.88,none,0.0,792.6,Depot_Eingang,0,0.47
CASE_6529,Depot_Eingang,2,0.4,2024-12-07 14:40:35.186792,Fahrer_4,klar,0.11,5,0,12.8,0.88,none,0.0,683.0,Zollabfertigung,0,0.47
CASE_6529,Zollabfertigung,3,0.6,2024-12-07 16:54:45.575749,Fahrer_4,klar,0.62,5,0,143.5,0.88,none,0.0,548.9,Hauptlauf,0,0.47
CASE_6529,Hauptlauf,4,0.8,2024-12-07 22:35:27.662891,Fahrer_4,klar,0.08,5,0,138.6,0.88,none,0.0,208.2,Auslieferung,0,0.47
CASE_6529,Auslieferung,5,1.0,2024-12-08 02:03:36.829790,Fahrer_4,klar,0.13,6,0,142.3,0.88,none,0.0,0.0,END,0,0.47
CASE_6530,Abholung,1,0.2,2024-08-03 08:33:00.000000,Fahrer_7,regen,0.54,5,0,36.0,0.92,none,0.0,1206.7,Depot_Eingang,0,0.35
CASE_6530,Depot_Eingang,2,0.4,2024-08-03 09:39:00.759116,Fahrer_7,klar,0.65,5,0,68.4,0.92,none,0.0,1140.7,Zollabfertigung,0,0.35
CASE_6530,Zollabfertigung,3,0.6,2024-08-03 12:08:23.912740,Fahrer_7,regen,0.09,5,0,89.7,0.92,none,0.0,991.3,Hauptlauf,0,0.35
CASE_6530,Hauptlauf,4,0.8,2024-08-03 19:29:39.595984,Fahrer_7,klar,0.13,5,0,103.7,0.92,none,0.0,550.1,Auslieferung,0,0.35
CASE_6530,Auslieferung,5,1.0,2024-08-04 04:39:44.446804,Fahrer_7,klar,0.01,6,0,105.2,0.92,none,0.0,0.0,END,0,0.35
CASE_6531,Abholung,1,0.25,2024-10-30 09:40:00.000000,Fahrer_11,regen,0.62,2,0,35.9,1.0,none,0.0,674.6,Depot_Eingang,0,1.0
CASE_6531,Depot_Eingang,2,0.5,2024-10-30 11:14:54.424898,Fahrer_11,schnee,0.24,2,0,178.0,1.0,none,0.0,579.7,Hauptlauf,0,1.0
CASE_6531,Hauptlauf,3,0.75,2024-10-30 14:49:00.324367,Fahrer_11,klar,0.32,2,0,227.6,1.0,none,0.0,365.6,Auslieferung,0,1.0
CASE_6531,Auslieferung,4,1.0,2024-10-30 20:54:33.802872,Fahrer_11,schnee,0.28,2,0,301.0,1.0,none,0.0,0.0,END,0,1.0
CASE_6532,Abholung,1,0.2,2024-06-22 13:18:00.000000,Fahrer_11,klar,0.09,5,0,5.7,1.02,none,0.0,1222.3,Depot_Eingang,0,1.0
CASE_6532,Depot_Eingang,2,0.4,2024-06-22 14:30:39.393480,Fahrer_11,klar,0.04,5,0,9.5,1.02,none,0.0,1149.7,Zollabfertigung,0,1.0
CASE_6532,Zollabfertigung,3,0.6,2024-06-22 16:32:27.968766,Fahrer_11,klar,0.59,5,0,108.7,1.02,none,0.0,1027.9,Hauptlauf,0,1.0
CASE_6532,Hauptlauf,4,0.8,2024-06-23 00:27:44.901361,Fahrer_11,schnee,0.13,6,0,278.3,1.02,none,0.0,552.6,Auslieferung,0,1.0
CASE_6532,Auslieferung,5,1.0,2024-06-23 09:40:20.817229,Fahrer_11,klar,0.71,6,0,319.5,1.02,none,0.0,0.0,END,0,1.0
CASE_6533,Abholung,1,0.2,2024-03-21 18:08:00.000000,Fahrer_19,klar,0.67,3,0,29.7,1.23,none,0.0,1393.7,Depot_Eingang,0,1.0
